evid,orid,arid,commid,datetime,sta,net,auth,subsource,channel,channelsrc,seedchan,location,iphase,qual,clockqual,clockcorr,ccset,fm,ema,azimuth,slow,deltim,delinc,delaz,delslo,quality,snr,rflag,lddate,seaz,delta,wgt,timeres
61712646,3152503,15466238,,1612848888.2351363,TIMB,CC,UW,Jiggle,"",SEED,BHZ,  ,P,i,,,,d.,,,,0.03,,,,1,,H,2021-02-23 18:15:58.008987,207.05193312862855,21.91729753795858,2.07,0.01
61712646,3152503,15466243,,1612848889.5230026,LOCK,UO,UW,Jiggle,"",SEED,HNZ,  ,P,i,,,,d.,,,,0.03,,,,1,,H,2021-02-23 18:15:58.008987,308.74482589477947,29.35006284345566,2.07,0.09
61712646,3152503,15466248,,1612848893.8367712,LOCK,UO,UW,Jiggle,"",SEED,HNN,  ,S,i,,,,..,,,,0.06,,,,0.75,,H,2021-02-23 18:15:58.008987,308.74482589477947,29.35006284345566,1.55,0.32
61712646,3152503,15466253,,1612848891.9091365,BULL,UW,UW,Jiggle,HNZ,SEED,HNZ,  ,P,e,,,,..,,,,0.15,,,,0.5,,H,2021-02-23 18:15:58.008987,260.95370626770887,45.26836218277996,1.03,-0.11
61712646,3152503,15466258,,1612848898.0036266,BULL,UW,UW,Jiggle,HNN,SEED,HNN,  ,S,i,,,,..,,,,0.06,,,,0.75,,H,2021-02-23 18:15:58.008987,260.95370626770887,45.26836218277996,1.55,-0.13
61712646,3152503,15466263,,1612848906.0677266,VCR,UW,UW,Jiggle,ENN,SEED,ENN,  ,S,i,,,,..,,,,0.06,,,,0.75,,H,2021-02-23 18:15:58.008987,141.4654838927787,74.93008676189656,0.95,-0.16
61712646,3152503,15466268,,1612848896.3456025,MTM,UW,UW,Jiggle,EHZ,SEED,EHZ,  ,P,i,,,,d.,,,,0.03,,,,1,,H,2021-02-23 18:15:58.008987,319.6934819344281,75.19753179875357,1.25,-0.31
61712646,3152503,15466273,,1612848896.7588975,COLT,UW,UW,Jiggle,ENZ,SEED,ENZ,  ,P,i,,,,..,,,,0.06,,,,0.75,,H,2021-02-23 18:15:58.008987,240.75022048167637,76.84801768055944,0.86,-0.12
61712646,3152503,15466278,,1612848907.2412689,QDJW,UW,UW,Jiggle,HNN,SEED,HNN,01,S,i,,,,..,,,,0.06,,,,0.75,,H,2021-02-23 18:15:58.008987,271.2824976019884,78.41591449954153,0.78,0.02
61712646,3152503,15466283,,1612848897.488949,PF25,UO,UW,Jiggle,"",SEED,HNZ,  ,P,i,,,,d.,,,,0.06,,,,0.75,,H,2021-02-23 18:15:58.008987,268.7880612276531,79.97646584673312,0.71,0.12
61712646,3152503,15466288,,1612848907.9588017,PF25,UO,UW,Jiggle,"",SEED,HNN,  ,S,i,,,,..,,,,0.06,,,,0.75,,H,2021-02-23 18:15:58.008987,268.7880612276531,79.97646584673312,0.71,0.31
61712646,3152503,15466293,,1612848897.5398865,LEWL,UO,UW,Jiggle,"",SEED,HNZ,  ,P,e,,,,..,,,,0.15,,,,0.5,,H,2021-02-23 18:15:58.008987,265.6138623246704,80.24128099777728,0.46,0.13
61712646,3152503,15466298,,1612848908.2112012,LEWL,UO,UW,Jiggle,"",SEED,HNN,  ,S,i,,,,..,,,,0.06,,,,0.75,,H,2021-02-23 18:15:58.008987,265.6138623246704,80.24128099777728,0.13,0.49
61712646,3152503,15466303,,1612848897.6144347,QMAD,UW,UW,Jiggle,HNZ,SEED,HNZ,01,P,i,,,,..,,,,0.06,,,,0.75,,H,2021-02-23 18:15:58.008987,272.39810814984975,80.44447834460763,0.69,0.17
61712646,3152503,15466308,,1612848907.749259,QMAD,UW,UW,Jiggle,HNE,SEED,HNE,01,S,i,,,,..,,,,0.06,,,,0.75,,H,2021-02-23 18:15:58.008987,272.39810814984975,80.44447834460763,0.69,-0.02
61712646,3152503,15466313,,1612848897.5801754,QUIP,UW,UW,Jiggle,HNZ,SEED,HNZ,01,P,i,,,,..,,,,0.06,,,,0.75,,H,2021-02-23 18:15:58.008987,261.20936065980146,81.26664758679921,0.65,0.02
61712646,3152503,15466318,,1612848907.8399835,QUIP,UW,UW,Jiggle,HNE,SEED,HNE,01,S,i,,,,..,,,,0.06,,,,0.75,,H,2021-02-23 18:15:58.008987,261.20936065980146,81.26664758679921,0.65,-0.15
61712646,3152503,15466323,,1612848897.9841695,LEVE,UW,UW,Jiggle,HNZ,SEED,HNZ,  ,P,e,,,,..,,,,0.15,,,,0.5,,H,2021-02-23 18:15:58.008987,276.3712234167424,83.03734852795529,0.38,0.14
61712646,3152503,15466328,,1612848898.496647,EDM,UW,UW,Jiggle,EHZ,SEED,EHZ,  ,P,e,,,,..,,,,0.15,,,,0.5,,H,2021-02-23 18:15:58.008987,330.20994500202846,88.05311647898229,0.24,-0.26
61712646,3152503,15466333,,1612848910.3875232,SWF2,CC,UW,Jiggle,"",SEED,BHN,  ,S,e,,,,..,,,,0.15,,,,0.5,,H,2021-02-23 18:15:58.008987,326.72018907058754,88.94631709978133,0.22,0.35
61712646,3152503,15466338,,1612848898.8036687,SEP,CC,UW,Jiggle,"",SEED,BHZ,  ,P,e,,,,..,,,,0.15,,,,0.5,,H,2021-02-23 18:15:58.008987,328.6217024566731,89.87393130015407,0.2,-0.05
61712646,3152503,15466343,,1612848898.8195424,SUG,CC,UW,Jiggle,"",SEED,BHZ,  ,P,e,,,,..,,,,0.15,,,,0.5,,H,2021-02-23 18:15:58.008987,329.80739210337043,90.79146066629876,0.17,-0.17
61712646,3152503,15466348,,1612848898.9306586,SHW,UW,UW,Jiggle,"",SEED,EHZ,  ,P,i,,,,c.,,,,0.06,,,,0.75,,H,2021-02-23 18:15:58.008987,326.5836327537001,91.1402452757548,0.25,-0.3
61712646,3152503,15466353,,1612848898.8274794,VALT,CC,UW,Jiggle,"",SEED,BHZ,  ,P,e,,,,..,,,,0.15,,,,0.5,,H,2021-02-23 18:15:58.008987,329.21972042785796,91.1778237709885,0.17,-0.22
61712646,3152503,15466358,,1612848899.4763181,PF27,UO,UW,Jiggle,"",SEED,HHZ,  ,P,e,,,,..,,,,0.3,,,,0.25,,H,2021-02-23 18:15:58.008987,272.73587931143805,91.77532696567907,0.07,0.3
61712646,3152503,15466363,,1612848898.7223158,SOS,UW,UW,Jiggle,EHZ,SEED,EHZ,  ,P,e,,,,..,,,,0.15,,,,0.5,,H,2021-02-23 18:15:58.008987,332.3869161123318,92.09079683682931,0.06,-0.46
61712646,3152503,15466368,,1612848899.4108388,STD,CC,UW,Jiggle,"",SEED,BHZ,01,P,i,,,,d.,,,,0.06,,,,0.75,,H,2021-02-23 18:15:58.008987,328.6219529202563,94.72221731520908,0.14,-0.18
61712646,3152503,15466373,,1612848911.349868,STD,CC,UW,Jiggle,"",SEED,BHE,01,S,i,,,,..,,,,0.06,,,,0.75,,H,2021-02-23 18:15:58.008987,328.6219529202563,94.72221731520908,0.14,-0.25
61712646,3152503,15466378,,1612848900.008088,MARQ,UO,UW,Jiggle,"",SEED,HHZ,  ,P,e,,,,..,,,,0.15,,,,0.5,,H,2021-02-23 18:15:58.008987,240.13862342546128,98.31876456870253,0.04,-0.15
61712646,3152503,15466383,,1612848900.8573325,KEEL,UW,UW,Jiggle,"",SEED,ENZ,  ,P,i,,,,..,,,,0.06,,,,0.75,,H,2021-02-23 18:15:58.008987,272.87862303309106,102.40366020395183,0.01,0.06
61712646,3152503,15466388,,1612848914.4373085,KEEL,UW,UW,Jiggle,"",SEED,ENN,  ,S,i,,,,..,,,,0.06,,,,0.75,,H,2021-02-23 18:15:58.008987,272.87862303309106,102.40366020395183,0,0.68
61712646,3152503,15466393,,1612848900.4545367,B201,PB,UW,Jiggle,EHZ,SEED,EHZ,  ,P,i,,,,d.,,,,0.06,,,,0.75,,H,2021-02-23 18:15:58.008987,329.3154115823983,102.65962129154477,0.01,-0.36
61712646,3152503,15466398,,1612848900.732327,TDL,UW,UW,Jiggle,EHZ,SEED,EHZ,  ,P,i,,,,d.,,,,0.06,,,,0.75,,H,2021-02-23 18:15:58.008987,332.50361691375673,105.4329024655567,0,-0.5
61712646,3152503,15466403,,1612848900.9585276,ELK,UW,UW,Jiggle,EHZ,SEED,EHZ,  ,P,i,,,,c.,,,,0.06,,,,0.75,,H,2021-02-23 18:15:58.008987,326.6370772544505,106.04844735721952,0,-0.32
61712646,3152503,15466408,,1612848901.6291926,KUHN,UO,UW,Jiggle,"",SEED,HHZ,  ,P,e,,,,..,,,,0.15,,,,0.5,,H,2021-02-23 18:15:58.008987,287.08349763429146,106.50417978390261,0,0.2
61712646,3152503,15466413,,1612848902.750275,PUPY,UW,UW,Jiggle,"",SEED,EHZ,  ,P,i,,,,d.,,,,0.06,,,,0.75,,H,2021-02-23 18:15:58.008987,338.5192272656311,117.75685920323953,0,-0.36
61723486,3156848,15509473,,1618040086.6499999,BFSB,CN,UW,Jiggle,"","",HHZ,  ,P,i,,,,c.,,,,0.03,,,,1,,H,2021-04-10 07:55:03.132792,137.75590724345994,11.293596387248568,1.62,-0.16
61723486,3156848,15509478,,1618040090.6381872,BFSB,CN,UW,Jiggle,"","",HHE,  ,S,i,,,,..,,,,0.06,,,,0.75,,H,2021-04-10 07:55:03.132792,137.75590724345994,11.293596387248568,1.21,0.1
61723486,3156848,15509483,,1618040086.5952299,B928,PB,UW,Jiggle,"","",EHZ,  ,P,i,,,,c.,,,,0.03,,,,1,,H,2021-04-10 07:55:03.132792,137.27998095692328,11.364326103379394,1.62,-0.21
61723486,3156848,15509493,,1618040087.446563,B012,PB,UW,Jiggle,"","",EHZ,  ,P,i,,,,c.,,,,0.03,,,,1,,H,2021-04-10 07:55:03.132792,274.6617151450647,22.148303568584478,1.62,0.04
61723486,3156848,15509498,,1618040091.745271,B012,PB,UW,Jiggle,"","",EH1,  ,S,i,,,,..,,,,0.06,,,,0.75,,H,2021-04-10 07:55:03.132792,274.6617151450647,22.148303568584478,1.21,0.14
61723486,3156848,15509503,,1618040089.117699,MGRB,CN,UW,Jiggle,"","",HHZ,  ,P,i,,,,c.,,,,0.06,,,,0.75,,H,2021-04-10 07:55:03.132792,75.49209567673341,40.89681591482657,0,0
61723486,3156848,15509508,,1618040095,MGRB,CN,UW,Jiggle,"","",HHZ,  ,S,i,,,,..,,,,0.06,,,,0.75,,H,2021-04-10 07:55:03.132792,75.49209567673341,40.89681591482657,0,0
61723486,3156848,15509513,,1618040089.5276,PABB,CN,UW,Jiggle,"","",HHZ,  ,P,i,,,,d.,,,,0.03,,,,1,,H,2021-04-10 07:55:03.132792,42.0034215255053,46.500272170232904,0,0
61723486,3156848,15509518,,1618040095.5289745,PABB,CN,UW,Jiggle,"","",HHZ,  ,S,i,,,,..,,,,0.06,,,,0.75,,H,2021-04-10 07:55:03.132792,42.0034215255053,46.500272170232904,0,0
61723486,3156848,15509523,,1618040089.485559,B927,PB,UW,Jiggle,"","",EHZ,  ,P,i,,,,d.,,,,0.03,,,,1,,H,2021-04-10 07:55:03.132792,42.01010323247277,46.50521199157259,1.62,-0.05
61723486,3156848,15509528,,1618040095.4554026,B927,PB,UW,Jiggle,"","",EH1,  ,S,i,,,,..,,,,0.06,,,,0.75,,H,2021-04-10 07:55:03.132792,42.01010323247277,46.50521199157259,1.21,0.06
61723486,3156848,15509543,,1618040094.5480144,B926,PB,UW,Jiggle,"","",EHZ,  ,P,i,,,,c.,,,,0.06,,,,0.75,,H,2021-04-10 07:55:03.132792,96.51153442378285,81.69108000986525,0.32,1.1
61723486,3156848,15509548,,1618040104.6273804,B926,PB,UW,Jiggle,"","",EHZ,  ,S,e,,,,..,,,,0.15,,,,0.5,,H,2021-04-10 07:55:03.132792,96.51153442378285,81.69108000986525,0,2.27
61723486,3156848,15509563,,1618040096.6465685,NLLB,CN,UW,Jiggle,"","",HHZ,  ,P,i,,,,c.,,,,0.06,,,,0.75,,H,2021-04-10 07:55:03.132792,68.31582716694902,97.80801182805726,0,1.3
61723486,3156848,15509568,,1618040097.4278333,TXDB,CN,UW,Jiggle,"","",HHZ,  ,P,i,,,,d.,,,,0.06,,,,0.75,,H,2021-04-10 07:55:03.132792,33.23502522137363,105.2639859318787,0,0
61723486,3156848,15522893,,1618040090.5563617,B928,PB,UW,Jiggle,EH2,SEED,EH2,  ,S,e,,,,..,,,,0.15,,,,0.5,,H,2021-04-24 05:17:33.933621,137.27998095692328,11.364326103379394,0.81,0.02
61723486,3156848,15522898,,1618040093.517136,PTRF,CN,UW,Jiggle,"",SEED,HHZ,  ,P,i,,,,d.,,,,0.06,,,,0.75,,H,2021-04-24 05:17:33.933621,123.45597807321548,72.94627633211421,0.55,1.09
61723486,3156848,15522903,,1618040102.60744,PTRF,CN,UW,Jiggle,"",SEED,HHN,  ,S,e,,,,..,,,,0.15,,,,0.5,,H,2021-04-24 05:17:33.933621,123.45597807321548,72.94627633211421,0,2.07
61723486,3156848,15522908,,1618040094.6205134,MKAH,UW,UW,Jiggle,HNZ,SEED,HNZ,  ,P,i,,,,..,,,,0.06,,,,0.75,,H,2021-04-24 05:17:33.933621,141.12856207055984,76.59383659376523,0,1.78
61723486,3156848,15522913,,1618040105.3609755,MKAH,UW,UW,Jiggle,HNN,SEED,HNN,  ,S,i,,,,..,,,,0.06,,,,0.75,,H,2021-04-24 05:17:33.933621,141.12856207055984,76.59383659376523,0,4.09
61723486,3156848,15522918,,1618040094.597618,CLRS,CN,UW,Jiggle,"",SEED,HHZ,  ,P,i,,,,c.,,,,0.06,,,,0.75,,H,2021-04-24 05:17:33.933621,96.50174139377117,81.71157405811061,0.23,1.15
61723486,3156848,15522923,,1618040104.6276207,CLRS,CN,UW,Jiggle,"",SEED,HHN,  ,S,e,,,,..,,,,0.15,,,,0.5,,H,2021-04-24 05:17:33.933621,96.50174139377117,81.71157405811061,0,2.27
61723486,3156848,15522928,,1618040097.259211,B004,PB,UW,Jiggle,EHZ,SEED,EHZ,  ,P,i,,,,d.,,,,0.06,,,,0.75,,H,2021-04-24 05:17:33.933621,142.42101765437303,98.77916739981525,0,1.82
61723486,3156848,15522933,,1618040098.2548852,BRUIN,UW,UW,Jiggle,"",SEED,HNZ,  ,P,i,,,,..,,,,0.06,,,,0.75,,H,2021-04-24 05:17:33.933621,134.98149789725983,102.70747682532789,0,2.33
61723486,3156848,15522938,,1618040098.578633,GDR,CN,UW,Jiggle,HHZ,SEED,HHZ,  ,P,i,,,,d.,,,,0.06,,,,0.75,,H,2021-04-24 05:17:33.933621,328.9339405073922,113.52303453218131,0,1.37
61723486,3156848,15522943,,1618040100.2020423,B003,PB,UW,Jiggle,EHZ,SEED,EHZ,  ,P,i,,,,..,,,,0.06,,,,0.75,,H,2021-04-24 05:17:33.933621,138.87469886080316,124.17259308339405,0,1.7
61723486,3156848,15522948,,1618040100.2877016,CBB,CN,UW,Jiggle,HHZ,SEED,HHZ,  ,P,i,,,,d.,,,,0.06,,,,0.75,,H,2021-04-24 05:17:33.933621,355.8970597867967,125.16318382638565,0,1.69
61723486,3156848,15522953,,1618040102.1787722,PGC,CN,UW,Jiggle,HHZ,SEED,HHZ,  ,P,e,,,,..,,,,0.15,,,,0.5,,H,2021-04-24 05:17:33.933621,101.72770990334743,134.1187854656791,0,2.45
61723486,3156848,15522958,,1618040102.0884964,B011,PB,UW,Jiggle,EHZ,SEED,EHZ,  ,P,e,,,,..,,,,0.15,,,,0.5,,H,2021-04-24 05:17:33.933621,101.7118908200149,134.40490384850713,0,2.32
61730837,3160778,15573038,,1622951526.1615102,TIMB,CC,UW,Jiggle,"","",BHZ,  ,P,i,,,,d.,,,,0.03,,,,1,,H,2021-06-06 04:08:18.344171,240.8399755849782,1.5089406029262498,1.66,0.02
61730837,3160778,15573043,,1622951527.4412327,TIMB,CC,UW,Jiggle,"","",BHN,  ,S,e,,,,..,,,,0.15,,,,0.5,,H,2021-06-06 04:08:18.344171,240.8399755849782,1.5089406029262498,0.83,0.21
61730837,3160778,15573048,,1622951526.340584,PALM,CC,UW,Jiggle,"","",BHZ,  ,P,i,,,,d.,,,,0.03,,,,1,,H,2021-06-06 04:08:18.344171,332.49271904951195,2.036132443907673,1.66,0.17
61730837,3160778,15573053,,1622951526.1505911,HOOD,UW,UW,Jiggle,"","",HHZ,  ,P,i,,,,c.,,,,0.03,,,,1,,H,2021-06-06 04:08:18.344171,123.83541875128827,4.006675252021456,1.66,-0.19
61730837,3160778,15573058,,1622951527.3799999,HOOD,UW,UW,Jiggle,"","",HHN,  ,S,i,,,,..,,,,0.06,,,,0.75,,H,2021-06-06 04:08:18.344171,123.83541875128827,4.006675252021456,1.24,-0.21
61730837,3160778,15573063,,1622951526.340584,LSON,CC,UW,Jiggle,"","",BHZ,  ,P,i,,,,c.,,,,0.03,,,,1,,H,2021-06-06 04:08:18.344171,62.07787547968701,4.104727533401488,1.66,-0.01
61730837,3160778,15573068,,1622951527.9216743,LSON,CC,UW,Jiggle,"","",BHE,  ,S,i,,,,..,,,,0.06,,,,0.75,,H,2021-06-06 04:08:18.344171,62.07787547968701,4.104727533401488,1.16,0.31
61730837,3160778,15573073,,1622951526.44104,YOCR,CC,UW,Jiggle,"","",BHZ,  ,P,i,,,,c.,,,,0.03,,,,1,,H,2021-06-06 04:08:18.344171,316.35854600764895,5.6630002916806745,1.66,-0.1
61730837,3160778,15573078,,1622951527.8605273,YOCR,CC,UW,Jiggle,"","",BHE,  ,S,i,,,,..,,,,0.06,,,,0.75,,H,2021-06-06 04:08:18.344171,316.35854600764895,5.6630002916806745,1.24,-0.08
61730837,3160778,15573083,,1622951526.6201138,BRSP,CC,UW,Jiggle,"","",BHZ,  ,P,i,,,,c.,,,,0.03,,,,1,,H,2021-06-06 04:08:18.344171,349.9613513333398,6.687085042003184,1.66,-0.05
61730837,3160778,15573088,,1622951527.7491522,VLL,UW,UW,Jiggle,"","",EHZ,  ,P,i,,,,d.,,,,0.03,,,,1,,H,2021-06-06 04:08:18.344171,4.364673282609772,13.47560431198722,1.66,0.04
61730837,3160778,15573093,,1622951527.698924,HIYU,CC,UW,Jiggle,"","",BHZ,  ,P,i,,,,c.,,,,0.03,,,,1,,H,2021-06-06 04:08:18.344171,319.3105644986203,13.631221912592526,1.66,-0.04
61730837,3160778,15573098,,1622951530.1186037,HIYU,CC,UW,Jiggle,"","",BHN,  ,S,i,,,,..,,,,0.06,,,,0.75,,H,2021-06-06 04:08:18.344171,319.3105644986203,13.631221912592526,1.24,0.04
61730837,3160778,15573103,,1622951528.3497043,VFP,UW,UW,Jiggle,"","",EHZ,  ,P,i,,,,c.,,,,0.03,,,,1,,H,2021-06-06 04:08:18.344171,98.61517188718301,17.969691463725383,1.66,-0.1
61730837,3160778,15573108,,1622951528.5244105,SHRK,CC,UW,Jiggle,"","",BHZ,  ,P,i,,,,c.,,,,0.03,,,,1,,H,2021-06-06 04:08:18.344171,43.416821541778404,18.69167420649612,1.66,-0.05
61730837,3160778,15573113,,1622951531.3655684,SHRK,CC,UW,Jiggle,"","",BHE,  ,S,i,,,,..,,,,0.06,,,,0.75,,H,2021-06-06 04:08:18.344171,43.416821541778404,18.69167420649612,1.24,-0.19
61730837,3160778,15573118,,1622951530.9877665,JESE,UO,UW,Jiggle,"","",HHZ,  ,P,i,,,,c.,,,,0.03,,,,1,,H,2021-06-06 04:08:18.344171,110.56069920211394,31.507681287615586,1.66,0.29
61730837,3160778,15573123,,1622951531.6647527,BULL,UW,UW,Jiggle,"","",HNZ,  ,P,i,,,,c.,,,,0.03,,,,1,,H,2021-06-06 04:08:18.344171,287.8532486536719,37.8970397516992,1.66,-0.08
61730837,3160778,15573128,,1622951532.095,LOCK,UO,UW,Jiggle,"","",HNZ,  ,P,i,,,,..,,,,0.06,,,,0.75,,H,2021-06-06 04:08:18.344171,338.94825061792324,39.790905261677395,1.24,0.07
61730837,3160778,15573133,,1622951537.6255066,LOCK,UO,UW,Jiggle,"","",HNE,  ,S,i,,,,..,,,,0.06,,,,0.75,,H,2021-06-06 04:08:18.344171,338.94825061792324,39.790905261677395,1.24,-0.07
61730837,3160778,15573138,,1622951532.8706648,AUG,UW,UW,Jiggle,"","",EHZ,  ,P,e,,,,..,,,,0.15,,,,0.5,,H,2021-06-06 04:08:18.344171,1.1946222809217488,43.777807955458954,0.83,0.23
61730837,3160778,15573143,,1622951535.469831,COLT,UW,UW,Jiggle,"","",ENZ,  ,P,i,,,,c.,,,,0.06,,,,0.75,,H,2021-06-06 04:08:18.344171,252.10915501392267,61.34063380637717,1.16,0.05
61730837,3160778,15573148,,1622951543.580455,COLT,UW,UW,Jiggle,"","",ENN,  ,S,i,,,,..,,,,0.06,,,,0.75,,H,2021-06-06 04:08:18.344171,252.10915501392267,61.34063380637717,1.16,-0.17
61730837,3160778,15573153,,1622951535.7576227,LCCR,UW,UW,Jiggle,"","",HHZ,  ,P,i,,,,c.,,,,0.03,,,,1,,H,2021-06-06 04:08:18.344171,256.40432242414107,63.26379884984854,1.49,0.04
61730837,3160778,15573158,,1622951544.2788906,LCCR,UW,UW,Jiggle,"","",HHN,  ,S,i,,,,..,,,,0.06,,,,0.75,,H,2021-06-06 04:08:18.344171,256.40432242414107,63.26379884984854,1.12,0
61730837,3160778,15573163,,1622951536.2304184,PF31,UO,UW,Jiggle,"","",HNZ,  ,P,i,,,,..,,,,0.06,,,,0.75,,H,2021-06-06 04:08:18.344171,286.94197560268486,64.4837610971693,0.98,0.32
61730837,3160778,15573168,,1622951536.5096226,PF29,UO,UW,Jiggle,"","",HNZ,  ,P,i,,,,c.,,,,0.06,,,,0.75,,H,2021-06-06 04:08:18.344171,283.22074687546143,66.70090631558075,1.03,0.25
61730837,3160778,15573173,,1622951536.3805368,VCR,UW,UW,Jiggle,"","",EHZ,  ,P,i,,,,d.,,,,0.03,,,,1,,H,2021-06-06 04:08:18.344171,125.6685260932556,68.1727472048689,1.32,-0.1
61730837,3160778,15573178,,1622951545.0890708,VCR,UW,UW,Jiggle,"","",ENN,  ,S,i,,,,..,,,,0.06,,,,0.75,,H,2021-06-06 04:08:18.344171,125.6685260932556,68.1727472048689,0,-0.55
61730837,3160778,15573183,,1622951537.2947724,LEWL,UO,UW,Jiggle,"","",HNZ,  ,P,i,,,,c.,,,,0.06,,,,0.75,,H,2021-06-06 04:08:18.344171,279.97275151207236,72.4694194739069,0.84,0.13
61730837,3160778,15573188,,1622951537.8005102,MORO,UW,UW,Jiggle,"","",EHZ,  ,P,i,,,,c.,,,,0.06,,,,0.75,,H,2021-06-06 04:08:18.344171,78.4872003384055,75.72677307606261,0.73,0.13
61730837,3160778,15573193,,1622951538.0901778,LEVE,UW,UW,Jiggle,"","",HNZ,  ,P,i,,,,..,,,,0.06,,,,0.75,,H,2021-06-06 04:08:18.344171,290.6784051450238,79.00360098061876,0.61,-0.09
61730837,3160778,15573198,,1622951538.5106993,MARQ,UO,UW,Jiggle,"","",HHZ,  ,P,i,,,,c.,,,,0.03,,,,1,,H,2021-06-06 04:08:18.344171,248.42873593153786,82.3411348062592,0.64,-0.19
61730837,3160778,15573203,,1622951548.8501658,MARQ,UO,UW,Jiggle,"","",HHN,  ,S,i,,,,..,,,,0.06,,,,0.75,,H,2021-06-06 04:08:18.344171,248.42873593153786,82.3411348062592,0,-0.74
61730837,3160778,15573208,,1622951538.5890415,BLOW,UW,UW,Jiggle,"","",HHZ,  ,P,e,,,,..,,,,0.15,,,,0.5,,H,2021-06-06 04:08:18.344171,208.04623968876083,82.84692881287485,0.31,-0.16
61730837,3160778,15573213,,1622951538.7797875,SSO2,UW,UW,Jiggle,"","",HHZ,  ,P,i,,,,c.,,,,0.03,,,,1,,H,2021-06-06 04:08:18.344171,228.33582490134765,83.3700545784852,0.6,-0.07
61730837,3160778,15573218,,1622951538.900707,MTM,UW,UW,Jiggle,"","",EHZ,  ,P,i,,,,c.,,,,0.06,,,,0.75,,H,2021-06-06 04:08:18.344171,332.2061054044131,85.99706191116482,0.21,-0.35
61730837,3160778,15573223,,1622951539.5598035,PF27,UO,UW,Jiggle,"","",HHZ,  ,P,i,,,,c.,,,,0.06,,,,0.75,,H,2021-06-06 04:08:18.344171,285.51174909753036,86.19301085382126,0.35,0.25
61730837,3160778,15573228,,1622951550.9296403,PF27,UO,UW,Jiggle,"","",HHN,  ,S,i,,,,..,,,,0.06,,,,0.75,,H,2021-06-06 04:08:18.344171,285.51174909753036,86.19301085382126,0.35,0.26
61730837,3160778,15573233,,1622951539.0607977,YACT,UW,UW,Jiggle,"","",ENZ,  ,P,i,,,,c.,,,,0.06,,,,0.75,,H,2021-06-06 04:08:18.344171,319.56712579808834,86.54792580079013,0.34,-0.28
61730837,3160778,15573238,,1622951549.769835,YACT,UW,UW,Jiggle,"","",ENN,  ,S,e,,,,..,,,,0.15,,,,0.5,,H,2021-06-06 04:08:18.344171,319.56712579808834,86.54792580079013,0,-0.96
61730837,3160778,15573243,,1622951540.019638,WPO,UW,UW,Jiggle,"","",EHZ,  ,P,i,,,,c.,,,,0.06,,,,0.75,,H,2021-06-06 04:08:18.344171,287.0656554097072,89.3194296224735,0.25,0.22
61730837,3160778,15573248,,1622951540.0605123,ASR,UW,UW,Jiggle,"","",EHZ,  ,P,i,,,,d.,,,,0.06,,,,0.75,,H,2021-06-06 04:08:18.344171,4.490604169947176,90.37825298999084,0.22,0.14
61730837,3160778,15573253,,1622951540.795396,BCAT,UO,UW,Jiggle,"","",HNZ,  ,P,i,,,,c.,,,,0.06,,,,0.75,,H,2021-06-06 04:08:18.344171,247.76960817161148,95.56911820659593,0.09,0.03
61730837,3160778,15573258,,1622951541.4402418,SWF2,CC,UW,Jiggle,"","",BHZ,  ,P,i,,,,c.,,,,0.06,,,,0.75,,H,2021-06-06 04:08:18.344171,336.5979300457694,101.4331490080007,0.01,-0.22
61730837,3160778,15573263,,1622951541.690742,EDM,UW,UW,Jiggle,"","",EHZ,  ,P,i,,,,c.,,,,0.06,,,,0.75,,H,2021-06-06 04:08:18.344171,339.68357653126935,101.46648039206522,0.01,0.03
61730837,3160778,15573268,,1622951541.9602194,SUG,CC,UW,Jiggle,"","",BHZ,  ,P,i,,,,c.,,,,0.06,,,,0.75,,H,2021-06-06 04:08:18.344171,339.08719313611357,104.06440821925014,0,-0.1
61730837,3160778,15573273,,1622951542.1499999,KUHN,UO,UW,Jiggle,"","",HHZ,  ,P,e,,,,..,,,,0.15,,,,0.5,,H,2021-06-06 04:08:18.344171,298.1791310788983,105.76047990325573,0,-0.22
61733532,3162178,15589008,,1623496383.1585221,OHC,UW,UW,Jiggle,"","",ENZ,  ,P,i,,,,d.,,,,0.03,,,,1,,H,2021-06-12 11:34:54.17194,66.52823994357595,3.6183378071121,1.61,-0.11
61733532,3162178,15589013,,1623496389.0379727,OHC,UW,UW,Jiggle,"","",ENN,  ,S,i,,,,..,,,,0.06,,,,0.75,,H,2021-06-12 11:34:54.17194,66.52823994357595,3.6183378071121,1.21,0.61
61733532,3162178,15589018,,1623496383.184035,DAYT,UW,UW,Jiggle,"","",HNZ,  ,P,i,,,,d.,,,,0.03,,,,1,,H,2021-06-12 11:34:54.17194,189.9904478347427,10.36647447523557,1.61,-0.25
61733532,3162178,15589028,,1623496383.2919137,LCMC,UW,UW,Jiggle,"","",HNZ,  ,P,i,,,,d.,,,,0.03,,,,1,,H,2021-06-12 11:34:54.17194,4.756286597661699,13.968986033108347,1.61,-0.28
61733532,3162178,15589043,,1623496389.0887573,PAN4H,UW,UW,Jiggle,"","",HHN,  ,S,i,,,,..,,,,0.06,,,,0.75,,H,2021-06-12 11:34:54.17194,197.51388577184196,16.764451364652444,1.21,-0.13
61733532,3162178,15589053,,1623496390.688121,NMRF,UW,UW,Jiggle,"","",HNE,  ,S,i,,,,..,,,,0.06,,,,0.75,,H,2021-06-12 11:34:54.17194,52.75311868344181,20.796008062583,0,1.05
